,Count,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Reason
1146,1,Capitola,95010,36.977025,-121.952864,Female,No,Yes,No,2,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,1,Competitor offered more data
1147,1,Cupertino,95014,37.306612,-122.080621,Male,No,Yes,No,55,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,1,Competitor offered more data
1148,1,Los Gatos,95032,37.233034,-121.947427,Female,No,Yes,No,21,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,1,Competitor offered more data
1149,1,Milpitas,95035,37.441931,-121.878502,Female,No,Yes,No,69,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,1,Competitor made better offer
1150,1,Morgan Hill,95037,37.161544,-121.649371,Male,Yes,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,1,Competitor made better offer
1151,1,Santa Clara,95050,37.351214,-121.952417,Male,No,No,No,39,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,1,Price too high
1152,1,Santa Cruz,95060,36.993451,-122.098858,Male,No,Yes,No,6,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,1,Product dissatisfaction
1153,1,San Jose,95110,37.34667,-121.910019,Female,Yes,No,No,17,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,1,Service dissatisfaction
1154,1,San Jose,95116,37.350284,-121.852855,Male,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,Lack of self-service on Website
1155,1,San Jose,95117,37.311088,-121.961786,Male,No,Yes,No,58,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,1,Network reliability
1156,1,San Jose,95123,37.238758,-121.828375,Male,No,No,Yes,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,1,Limited range of services
1157,1,San Jose,95127,37.375156,-121.795867,Male,No,Yes,No,19,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,1,Lack of affordable download/upload speed
1158,1,Stockton,95202,37.959706,-121.287669,Male,No,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,1,Long distance charges
1159,1,Stockton,95204,37.974498,-121.319568,Female,No,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,1,Extra data charges
1160,1,Stockton,95206,37.902422,-121.440029,Male,Yes,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,1,Price too high
1161,1,Stockton,95209,38.044523,-121.348048,Female,Yes,No,No,30,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,1,Product dissatisfaction
1162,1,Stockton,95212,38.049457,-121.21653,Male,No,No,No,15,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,1,Service dissatisfaction
1163,1,Acampo,95220,38.200231,-121.235034,Male,No,Yes,No,10,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,1,Lack of self-service on Website
1164,1,Arnold,95223,38.32153,-120.236358,Female,No,No,No,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,1,Network reliability
1165,1,Campo Seco,95226,38.233879,-120.861666,Male,No,Yes,No,38,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,1,Don't know
1166,1,Clements,95227,38.227285,-121.02789,Female,No,No,No,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,1,Don't know
1167,1,French Camp,95231,37.873283,-121.292034,Female,No,No,No,16,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,1,Don't know
1168,1,Glencoe,95232,38.358464,-120.579304,Male,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,1,Poor expertise of online support
1169,1,Hathaway Pines,95233,38.184914,-120.364085,Male,No,No,No,12,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,1,Poor expertise of phone support
1170,1,Lockeford,95237,38.166791,-121.14207,Male,No,No,No,4,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,1,Competitor had better devices
1171,1,Lodi,95242,38.128087,-121.4078,Female,No,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,1,Competitor offered higher download speeds
1172,1,Murphys,95247,38.147852,-120.440124,Male,Yes,Yes,No,41,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,1,Competitor offered more data
1173,1,Wallace,95254,38.192608,-120.957842,Female,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,1,Competitor made better offer
1174,1,Atwater,95301,37.321233,-120.656354,Female,No,Yes,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,1,Competitor had better devices
1175,1,Big Oak Flat,95305,37.818589,-120.256995,Female,No,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,1,Competitor had better devices
1176,1,Crows Landing,95313,37.435664,-121.049056,Female,Yes,Yes,No,42,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,1,Competitor offered higher download speeds
1177,1,Gustine,95322,37.147198,-121.120161,Female,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,1,Competitor offered higher download speeds
1178,1,Hughson,95326,37.5923,-120.853288,Female,No,No,No,12,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,1,Competitor offered higher download speeds
1179,1,La Grange,95329,37.666587,-120.411517,Male,No,No,No,55,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,1,Competitor offered more data
1180,1,Lathrop,95330,37.80821,-121.308401,Female,No,No,No,17,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,1,Competitor offered more data
1181,1,Mariposa,95338,37.526791,-119.99437,Female,No,No,No,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,1,Competitor offered more data
1182,1,Merced,95348,37.40122,-120.514191,Female,Yes,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,1,Competitor made better offer
1183,1,Modesto,95355,37.672906,-120.946594,Female,Yes,Yes,No,11,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,1,Competitor made better offer
1184,1,Modesto,95356,37.716186,-121.025836,Male,Yes,No,No,8,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,1,Price too high
1185,1,Modesto,95358,37.612612,-121.108568,Male,No,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,1,Product dissatisfaction
1186,1,Pinecrest,95364,38.224869,-119.755729,Male,No,Yes,No,23,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,1,Service dissatisfaction
1187,1,Riverbank,95367,37.734971,-120.954271,Female,No,No,No,39,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,1,Lack of self-service on Website
1188,1,Soulsbyville,95372,37.990574,-120.261821,Male,No,Yes,No,9,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,1,Network reliability
1189,1,Stevinson,95374,37.316807,-120.855753,Female,No,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,1,Limited range of services
1190,1,Turlock,95380,37.474396,-120.875917,Female,No,Yes,No,30,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,1,Lack of affordable download/upload speed
1191,1,Turlock,95382,37.529656,-120.854357,Male,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,1,Long distance charges
1192,1,Vernalis,95385,37.609095,-121.263381,Female,No,No,No,3,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,1,Extra data charges
1193,1,Waterford,95386,37.669516,-120.626964,Male,No,Yes,No,67,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,1,Price too high
1194,1,Winton,95388,37.421299,-120.599587,Female,Yes,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,1,Product dissatisfaction
1195,1,Santa Rosa,95403,38.488431,-122.752839,Male,No,Yes,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,1,Service dissatisfaction
1196,1,Santa Rosa,95405,38.439696,-122.668817,Female,No,Yes,No,12,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,1,Lack of self-service on Website
1197,1,Santa Rosa,95409,38.468893,-122.580539,Female,No,No,No,22,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,1,Network reliability
1198,1,Clearlake Oaks,95423,39.07116,-122.598542,Male,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,1,Don't know
1199,1,Cobb,95426,38.838088,-122.73203,Female,Yes,No,No,27,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,1,Competitor had better devices
1200,1,Eldridge,95431,38.348884,-122.51699,Female,No,No,No,10,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,1,Competitor offered higher download speeds
1201,1,Elk,95432,39.108252,-123.645121,Male,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,1,Competitor offered more data
1202,1,Glen Ellen,95442,38.368744,-122.522642,Female,No,No,No,22,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,1,Competitor made better offer
1203,1,Mendocino,95460,39.305545,-123.743697,Female,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,1,Competitor had better devices
1204,1,Redwood Valley,95470,39.298065,-123.25211,Female,No,Yes,No,21,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,1,Competitor had better devices
1205,1,Sonoma,95476,38.25485,-122.461799,Female,No,No,No,6,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,1,Competitor offered higher download speeds
1206,1,Mckinleyville,95519,40.965011,-124.015255,Male,No,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,1,Competitor offered higher download speeds
1207,1,Blue Lake,95525,40.94338,-123.831799,Female,Yes,No,No,54,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,1,Competitor offered higher download speeds
1208,1,Fields Landing,95537,40.726949,-124.217378,Male,No,Yes,No,3,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,1,Competitor offered more data
1209,1,Hoopa,95546,41.163637,-123.704841,Male,No,No,No,8,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,1,Competitor offered more data
1210,1,Miranda,95553,40.210895,-123.86,Male,No,No,No,5,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,1,Competitor offered more data
1211,1,Myers Flat,95554,40.267158,-123.805913,Female,No,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,1,Competitor made better offer
1212,1,Rio Dell,95562,40.485849,-124.163234,Female,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,1,Competitor made better offer
1213,1,Samoa,95564,40.809636,-124.189977,Male,No,Yes,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,1,Price too high
1214,1,Smith River,95567,41.950683,-124.097094,Male,No,Yes,No,65,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,1,Product dissatisfaction
1215,1,Trinidad,95570,41.162295,-124.027381,Female,No,Yes,No,33,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,1,Service dissatisfaction
1216,1,Zenia,95595,40.170357,-123.417298,Female,No,No,No,15,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,1,Lack of self-service on Website
1217,1,Auburn,95602,38.99003,-121.114408,Female,No,Yes,Yes,30,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,1,Network reliability
1218,1,Clarksburg,95612,38.384648,-121.578701,Female,No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,1,Limited range of services
1219,1,Davis,95616,38.508735,-121.678813,Female,Yes,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,1,Lack of affordable download/upload speed
1220,1,Davis,95618,38.544002,-121.685559,Female,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,1,Long distance charges
1221,1,Elverta,95626,38.734997,-121.463719,Female,No,No,No,25,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,1,Extra data charges
1222,1,Fair Oaks,95628,38.652065,-121.25441,Female,Yes,No,No,25,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,1,Price too high
1223,1,Folsom,95630,38.672638,-121.147403,Male,No,No,No,43,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,1,Product dissatisfaction
1224,1,Galt,95632,38.274451,-121.259201,Male,No,Yes,No,10,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,1,Service dissatisfaction
1225,1,Garden Valley,95633,38.852544,-120.837669,Female,No,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,1,Lack of self-service on Website
1226,1,Grizzly Flats,95636,38.636102,-120.522149,Male,Yes,No,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,1,Network reliability
1227,1,Guinda,95637,38.830739,-122.196202,Female,Yes,No,No,27,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,1,Don't know
1228,1,Hood,95639,38.375325,-121.507935,Male,No,No,No,69,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,1,Attitude of service provider
1229,1,Jackson,95642,38.336216,-120.76901,Male,No,Yes,No,22,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,1,Attitude of support person
1230,1,Loomis,95650,38.809175,-121.171375,Female,Yes,Yes,No,56,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,1,Attitude of support person
1231,1,Roseville,95661,38.736685,-121.251984,Female,Yes,Yes,No,66,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,1,Attitude of support person
1232,1,Pioneer,95666,38.546999,-120.271114,Male,Yes,Yes,No,24,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,1772.25,1,Attitude of service provider
1233,1,Plymouth,95669,38.489273,-120.891614,Female,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,1,Attitude of service provider
1234,1,Thornton,95686,38.157794,-121.520223,Male,No,No,No,36,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,1,Attitude of service provider
1235,1,Vacaville,95688,38.419088,-122.024568,Male,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,1,Attitude of support person
1236,1,Walnut Grove,95690,38.240419,-121.587535,Male,No,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,1,Deceased
1237,1,Wheatland,95692,39.043387,-121.409837,Male,No,No,No,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,1,Moved
1238,1,Emigrant Gap,95715,39.23754,-120.720196,Male,No,Yes,No,39,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.0,3182.95,1,Moved
1239,1,Meadow Vista,95722,39.003358,-121.022539,Male,No,No,No,5,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,1,Moved
1240,1,Soda Springs,95728,39.279068,-120.414275,Male,Yes,Yes,No,24,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,1,Competitor had better devices
1241,1,Elk Grove,95758,38.35363,-121.44195,Male,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,1,Don't know
1242,1,Woodland,95776,38.694081,-121.694431,Male,No,No,No,5,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,1,Competitor offered more data
1243,1,Sacramento,95815,38.608405,-121.449942,Male,No,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.15,245.2,1,Competitor made better offer
1244,1,Sacramento,95817,38.550722,-121.457314,Female,No,Yes,No,4,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,1,Competitor had better devices
1245,1,Sacramento,95821,38.625096,-121.383658,Male,No,No,No,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.1,60.1,1,Competitor had better devices
1246,1,Sacramento,95823,38.475465,-121.443625,Male,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,1,Competitor offered higher download speeds
1247,1,Sacramento,95828,38.486938,-121.395805,Male,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,1,Competitor offered higher download speeds
1248,1,Sacramento,95835,38.685069,-121.543709,Female,No,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,244.65,1,Competitor offered higher download speeds
1249,1,Sacramento,95838,38.646096,-121.442433,Male,No,No,No,44,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.95,2375.4,1,Competitor offered more data
1250,1,Sacramento,95842,38.687367,-121.34848,Female,No,Yes,No,24,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,1,Competitor offered more data
1251,1,Browns Valley,95918,39.292334,-121.320597,Male,No,No,No,18,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,1,Competitor offered more data
1252,1,Canyon Dam,95923,40.171312,-121.120605,Female,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,1,Competitor made better offer
1253,1,Chico,95928,39.681488,-121.83721,Female,Yes,Yes,No,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,1,Competitor made better offer
1254,1,Crescent Mills,95934,40.080342,-120.957805,Female,No,Yes,No,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,1,Price too high
1255,1,Elk Creek,95939,39.53222,-122.594879,Male,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,1,Product dissatisfaction
1256,1,Grimes,95950,39.033058,-121.895718,Female,Yes,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,1,Service dissatisfaction
1257,1,Hamilton City,95951,39.732767,-122.042298,Female,No,No,No,4,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,1,Lack of self-service on Website
1258,1,Live Oak,95953,39.258746,-121.77697,Female,No,No,No,9,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,1,Network reliability
1259,1,Maxwell,95955,39.281194,-122.226568,Female,No,No,No,22,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,1,Limited range of services
1260,1,Meadow Valley,95956,39.937017,-121.058043,Male,No,No,No,38,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,1,Lack of affordable download/upload speed
1261,1,Olivehurst,95961,39.082568,-121.55325,Male,No,No,No,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,1,Long distance charges
1262,1,Oroville,95966,39.473896,-121.415927,Male,No,No,No,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,1,Extra data charges
1263,1,Princeton,95970,39.424957,-122.039307,Female,Yes,No,No,8,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,1,Price too high
1264,1,Quincy,95971,39.971228,-121.041166,Female,No,No,No,16,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,1,Product dissatisfaction
1265,1,Twain,95984,40.022184,-121.062384,Female,No,Yes,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,1,Service dissatisfaction
1266,1,Williams,95987,39.117537,-122.284654,Male,Yes,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,1,Lack of self-service on Website
1267,1,Yuba City,95993,39.075694,-121.70606,Male,Yes,No,No,9,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,1,Network reliability
1268,1,Anderson,96007,40.448632,-122.306657,Female,Yes,No,No,37,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,1,Don't know
1269,1,Bella Vista,96008,40.722733,-122.109666,Female,No,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,1,Don't know
1270,1,Big Bend,96011,41.096569,-121.879082,Female,Yes,No,No,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,1,Don't know
1271,1,Castella,96017,41.121108,-122.336613,Female,No,Yes,No,31,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,1,Poor expertise of online support
1272,1,Douglas City,96024,40.586588,-122.903677,Female,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,1,Poor expertise of phone support
1273,1,Fort Jones,96032,41.5837,-122.935922,Female,No,Yes,No,37,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,1,Competitor had better devices
1274,1,Happy Camp,96039,41.831901,-123.487478,Female,No,No,No,38,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,1,Competitor offered higher download speeds
1275,1,Hat Creek,96040,40.789799,-121.474529,Female,Yes,Yes,No,48,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,1,Competitor offered more data
1276,1,Hayfork,96041,40.547857,-123.187265,Male,No,No,No,10,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,1,Competitor made better offer
1277,1,Lewiston,96052,40.704293,-122.803899,Male,Yes,No,No,8,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,1,Competitor had better devices
1278,1,Montague,96064,41.759864,-122.379175,Male,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,1,Competitor had better devices
1279,1,Old Station,96071,40.656287,-121.428965,Female,No,No,No,3,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,1,Competitor offered higher download speeds
1280,1,Palo Cedro,96073,40.582399,-122.195512,Female,No,No,No,4,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,1,Competitor offered higher download speeds
1281,1,Paskenta,96074,39.884395,-122.587513,Male,Yes,Yes,No,37,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,1,Competitor offered higher download speeds
1282,1,Paynes Creek,96075,40.343213,-121.815412,Female,No,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,Competitor offered more data
1283,1,Red Bluff,96080,40.186772,-122.388361,Female,No,No,No,5,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,1,Competitor offered more data
1284,1,Shingletown,96088,40.497441,-121.827524,Female,Yes,No,No,28,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,1,Competitor offered more data
